,id,review,author,start,end,product_name
70,R3F11RZ113SFTJ,I haven't done a lot with this MP3 devise but what I have done has been very simple to do. It paired well with my earned. I did not get a instruction manual so a. Figuring it out on my own and as I am not tech-savvy it is going well. Also it was suppose to come with a free gift which was not included. All in all I am pleased with this purchase.,Sherrie,2020-09-15 04:57:09.724799,2020-09-15 04:57:09.791684,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
71,R35A1XGEFW7BZW,impossible de le connecter à un PC via cable USB l’ordi ne reconnais pas l’appareil obligé d’acheter une carte memoire mini SD,Alain,2020-09-15 04:57:09.797156,2020-09-15 04:57:09.847732,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
72,R2LN55C625PTPG,I immediately returned it so I am not judging the performance but the quality of the device which is built with very cheap plastic - it feels like it can break under your fingers ... not suitable for my kids.,antonio,2020-09-15 04:57:09.852720,2020-09-15 04:57:09.902643,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
73,R1H8OP4BQ74KLG,Excellent quality. Fast delivery. Very satisfied. Strongly recommend this product.,B Lee,2020-09-15 04:57:09.908635,2020-09-15 04:57:09.960129,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
74,R2SVLNMI8T7AQW,"Received this item on Sunday. Seemed easy to load files and very user-friendly for my 12-yr-old daughter.
Five days later it shut off and would not restart.
Not dropped or handled roughly. Just seems like a complete dud.",Jody Jenkins,2020-09-15 04:57:09.964196,2020-09-15 04:57:10.015346,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
75,RKQV4RMCQCH83,Great value for the money. Hooks up with Bluetooth speakers very easily. Good product for the money for sure.,John Borsje,2020-09-15 04:57:10.020047,2020-09-15 04:57:10.069456,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
76,R1DU8ORB6D8QXL,"The actual player looks nice & solid. When I put my mp3 books on the parts are not in order. No idea how to use the Bluetooth, and is not super user friendly.",Celeste Viskovic,2020-09-15 04:57:10.074442,2020-09-15 04:57:10.123624,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
77,R3PBCV6WW3N5RJ,Fonctionne très bien... un bon achat vs qualité prix...,Peteka,2020-09-15 04:57:10.128207,2020-09-15 04:57:10.177924,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
78,R73O2657RZGK9,"Je n'arrive pas a connecté le bluetooth à d'autre appareil pour les téléchargements
Mais ma fille l'aime beaucoup. Fait son travail",Client d'Amazon,2020-09-15 04:57:10.182896,2020-09-15 04:57:10.232142,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
79,R21I2S9IWYAR8Z,Voice quality is not good and screen is also not very good and it got very old graphics. Overall product is not meet its quality as advertized.,gurkaran,2020-09-15 04:57:10.236881,2020-09-15 04:57:10.287134,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
80,REE999ZKFFTJV,"Like the 2 day shipping.
Use for Mp3",Amazon Customer,2020-09-15 04:57:14.430307,2020-09-15 04:57:14.501600,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
81,R3608Y9N4MGTPT,"When my daughter got her gift she was so happy. We put music on it and it was fine. Then two days after, TWO DAYS, the screen stop working for no apparent reason. So not worth the money!",Amazon Customer,2020-09-15 04:57:14.506588,2020-09-15 04:57:14.656647,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
82,R2IBAJIJK087KX,Great player for use in car and on the go easy to use.,Blackfyre,2020-09-15 04:57:14.669612,2020-09-15 04:57:14.741419,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
83,R1XNY9WWB9B4F1,J'aime,Mohsen ,2020-09-15 04:57:14.745408,2020-09-15 04:57:14.789291,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
84,RGDLGCL43OE67,Il seteint tout seul faut tjrs prendre une aiguille et peser sur le reset. Semble avoir un bog.,steph,2020-09-15 04:57:14.793282,2020-09-15 04:57:14.855190,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
85,R3BBQFE9OOQEQ,This MP3 player stopped working a month after getting it. It just completely quit working while in the middle of using it.,Kimberly W.,2020-09-15 04:57:14.863169,2020-09-15 04:57:14.939963,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
86,R11J75W9S6B5T3,"C'est bien en général, par contre c'est difficile a lire le texte sur l'appareil au soleil.",Amazon Customer,2020-09-15 04:57:14.946945,2020-09-15 04:57:15.024737,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
87,R5G4S5PL41YDT,Only plays one or 2 songs then stops bluetooth is weak,Dan a.,2020-09-15 04:57:15.030721,2020-09-15 04:57:15.090562,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
88,R2PJZ34ZMZBHUL,"Why shouldn't this little buddy have a smart volume, I don't get? It's very necessary.",Mohammad,2020-09-15 04:57:15.095548,2020-09-15 04:57:15.153392,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
89,R27HV6UJZH02IE,Retourner car trop compliquer à faire fonctionner,Suze,2020-09-15 04:57:15.157382,2020-09-15 04:57:15.210240,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
90,R1OZST9WBDUGII,"Wanted MP3 player with FM radio, this product met my requirements. Buttons quite sensitive.",Amazon Customer,2020-09-15 04:57:21.327695,2020-09-15 04:57:21.398165,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
91,R2MIC3296BUHV3,Okay for the price,branckif,2020-09-15 04:57:21.403156,2020-09-15 04:57:21.452058,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
92,RQ9HAT25LRYM6,Good quality for the proce,Guillaume,2020-09-15 04:57:21.457061,2020-09-15 04:57:21.506139,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
93,R1XMNCVTHY6ZZ0,"Il ne fonctionne plus, ne recharge plus :( Apres 2 mois d utilité...",Nathalie Côté,2020-09-15 04:57:21.511218,2020-09-15 04:57:21.558825,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
94,R109YESVSEA9LA,I love it,Austin Akaninyene,2020-09-15 04:57:21.564221,2020-09-15 04:57:21.613556,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
95,R3NH6DKD1WU8MP,Works good for bluetooth use,Amazon Customer,2020-09-15 04:57:21.619717,2020-09-15 04:57:21.670728,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
96,R3G1FCXXSYM2E1,"I mean it works, but it restarts podcasts periodically.",darryl hill,2020-09-15 04:57:21.675715,2020-09-15 04:57:21.734557,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
97,R1PMRUHVAUKS0A,les enfants aime ce mp3 players,alain,2020-09-15 04:57:21.739577,2020-09-15 04:57:21.798387,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
98,RI2STC4FBZBH0,Super bon produit pour la moto,jean paul cote,2020-09-15 04:57:21.803375,2020-09-15 04:57:21.848254,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
99,R1RT0FOTLHZLCM,Cheap product,Chad gullage,2020-09-15 04:57:21.852244,2020-09-15 04:57:21.899117,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
100,R994XY5CINFWH,I like how it works with out without headphones,MELISSA A JARVIS,2020-09-15 04:57:26.019808,2020-09-15 04:57:26.102031,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
101,R1X88V0QJM5RDR,"j'ai acheter pour marcher ,c'est bien",juliette blanchard,2020-09-15 04:57:26.108014,2020-09-15 04:57:26.157934,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
102,R2SE9NYZSPLMQV,It came earlier than expected and works great,Danielle,2020-09-15 04:57:26.162822,2020-09-15 04:57:26.211642,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
103,RHH4XM2ZTWDT8,"Hard to use,Kept jumping screen,Even harder to download files...",Amazon Customer,2020-09-15 04:57:26.216642,2020-09-15 04:57:26.265565,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
104,R28E022DI7SFX2,Musique dans la voiture,Patrick McNicoll,2020-09-15 04:57:26.270553,2020-09-15 04:57:26.321416,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
105,R160OD1E9R9MXU,Simple to use. Bluetooth working just great.,Toronto,2020-09-15 04:57:26.325406,2020-09-15 04:57:26.377311,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
106,R3UJ84XGHRE5JP,I love my MP3 player and its very easy to use .,Alexe Picard,2020-09-15 04:57:26.382297,2020-09-15 04:57:26.431723,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
107,R3QFJHT0RUQAGZ,Très bien,Client d'Amazon,2020-09-15 04:57:26.436831,2020-09-15 04:57:26.486281,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
108,R147NHLDP62IMO,Perfect,mike,2020-09-15 04:57:26.491272,2020-09-15 04:57:26.541863,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
109,RBCZA3GLDG3CF,Parfait répond à toute mes attentes,francois,2020-09-15 04:57:26.547107,2020-09-15 04:57:26.595859,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
110,RJC3LYQIJDOLD,Great,Mr Rockabilly,2020-09-15 04:57:29.711258,2020-09-15 04:57:29.780025,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
111,R12IQNR3NA43HX,personnel,gaston,2020-09-15 04:57:29.786009,2020-09-15 04:57:29.838178,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
112,R1T7UG1N7BK6VD,It doesnt work,Trista R.,2020-09-15 04:57:29.843146,2020-09-15 04:57:29.891764,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
113,R3DZY7BOXLLHPI,Très satisfaite,Carole loyer,2020-09-15 04:57:29.896748,2020-09-15 04:57:29.945611,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
114,R1MDEYMN8C238M,"We ride a motorcycle and use a Bluetooth Intercom system to talk to each other. My wife love's to listen to her music while we ride through the headset and this Mp3 player works perfectly.

The Mp3 is made of metal and not plastic so it is very solid. The screen is bright and easy to read.

One feature it does lack is the ability to resume where it left off after you turn it off so it starts at the beginning. Your other option is to select shuffle.

She also loves that it has a spot to attach a lanyard so if she has it out and is adjusting the controls while we are moving she knows she won't loose it if it slips of her hands. It didn't come with the lanyard but we had a couple kicking around so just used it.

I purchased the unit in January but didn't start using it until sometime in May when we were out riding. A few days ago my wife went to turn it on ant the power button pushed in and stayed there (it should have popped back out). I contacted the seller, explained what happened and sent a couple of pictures. The seller contacted me immediately and sent out a replacement.",Dan Westlake,2020-09-15 04:57:29.950598,2020-09-15 04:57:30.041407,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
115,R369IN83GKFU3C,"I have had a number of Bluetooth players over the years but this particular unit Is the only one that causes music to distort and cuts out when moved even when close to the receiving speaker. I bought this as a replacement for 2 Agptek units I had that worked fine but their interface was too small for me to see. When you move around with this unit in your hand, the music cuts off even when there is no obstruction between the unit and the receiver. When someone walks between the device and the speaker, the music will distort. Not sure if it is defective or the nature of the beast but I am not impressed. Not sure if I will return it at this point or just live with the issues. Based on this I cannot recommend.",Norbert Hibbeln,2020-09-15 04:57:30.046386,2020-09-15 04:57:30.096585,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
116,R2OYP2D1H6Q285,"Was just about exactly what I was looking for. My only complaint, you must use wired ear buds in order to use the FM. The wire works as the antenna. I didn’t see where it said that on the spec sheet when I was buying it. I assumed it was bluetooth and that’s why I purchased it, but it still a good little unit and I’m happy I got it. That’s why I gave it 4 stars instead of 5",Dan Campbell,2020-09-15 04:57:30.101572,2020-09-15 04:57:30.150031,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
117,R2TF0ZELHKZQLN,Hard to evaluate as I have not used it. There are very little instructions and difficult for me to understand as I am no wizard with these articles. There are no French instructions which I deplore which could have been of assistance. I intend to have someone assist me in order to understand what I must do.,Amazon Customer,2020-09-15 04:57:30.155019,2020-09-15 04:57:30.202971,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
118,R2HJPIV8BSFRGI,"Was so impressed with this MP3 player I purchased a second one. Can't beat the price or performance. Very satisfied , highly recommend.",Philip Jackson McCrum,2020-09-15 04:57:30.207957,2020-09-15 04:57:30.257135,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
119,R3DDXC30OKUQE5,"Poor BT range, No lock function, changes setting in your pocket. FM radio will play thru BT earphones, BUT ONLY IF WIRED EAPHONES PLUGGED IN TO ACT AS ANTENNA.",CG,2020-09-15 04:57:30.262176,2020-09-15 04:57:30.312898,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
120,R82KISDOI9ZZU,"I use this for music during a walk,chemotherapy treatments and when I lock myself out of my car and have to walk or wait for someone.😊",Dawn Weimar,2020-09-15 04:57:32.425103,2020-09-15 04:57:32.482537,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
121,R1BYL48TJMO9NW,Easy to program. Nice design.,Amazon Customer,2020-09-15 04:57:32.487492,2020-09-15 04:57:32.535669,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
122,R12KAJ7GLVA3HL,This worked great for 2 months then it just died. Wouldn't turn on or take a charge. Very disappointed.,Amazon Customer,2020-09-15 04:57:32.540669,2020-09-15 04:57:32.590283,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
123,R2S0JSE5VIAPH6,Excellent produit.,Allard Frédéric,2020-09-15 04:57:32.595265,2020-09-15 04:57:32.643593,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
124,R31RORWWCJBQVF,tres bien,michel boisclair,2020-09-15 04:57:32.648580,2020-09-15 04:57:32.698092,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
125,R2O6YX9GC9NFOJ,Belle petite appareil,Denis Léveillé ,2020-09-15 04:57:32.703080,2020-09-15 04:57:32.753534,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
126,RA8C9C4WRLYOS,Great quality.,Brian Mac Donald,2020-09-15 04:57:32.758416,2020-09-15 04:57:32.809558,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
127,REN0QJS5UKX35,Pour le musique et la radio,siva moonsamy,2020-09-15 04:57:32.814435,2020-09-15 04:57:32.864186,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
128,R14GU8LQZ4K7RG,Great little item,Amazon Customer,2020-09-15 04:57:32.869410,2020-09-15 04:57:32.919111,"Mp3 Player, Bluetooth 5.0Mp3 Player, FM Radio, 8GB Mp3 Player, Walking Step-by-Step Portable Music Player, Recorder, e-Book Video Support up to 128GB"
