,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id
0,AE3LRCOFYOIXMTUVY7MELWKBDM6A,True,High quality for a great price.,You really can't beat Carhartt for their quality at this price point. Excellent product.,"June 10, 2020",genericname,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AE3LRCOFYOIXMTUVY7MELWKBDM6A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:38.687934,2020-09-21 08:47:38.834286,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
1,AGAL7IVP75DAZRCUXHUC7VH6VMBA,True,Great shirt,This shirt came very quickly and it fit just perfect. Great quality as always for Carhartt,"December 10, 2017",merkie,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGAL7IVP75DAZRCUXHUC7VH6VMBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:38.838189,2020-09-21 08:47:38.962142,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
2,AHF6JMJWO6BVUJKVKCP275DTYQYA,True,Good,Good,"April 28, 2019",Amazon Customer,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AHF6JMJWO6BVUJKVKCP275DTYQYA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:38.967022,2020-09-21 08:47:39.089997,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
3,AE45VYSANG4U2UOSLK3LQIUIYSIA,True,On time,I love the product fits great the material is very nice,"May 9, 2019",Patsy Saulnier,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AE45VYSANG4U2UOSLK3LQIUIYSIA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:39.093901,2020-09-21 08:47:39.237373,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
4,AFW4VWW2IEUCLCEKQRMWSIDCYUXQ,True,I would by it again,Fits good.. Looks good,"August 20, 2018",Ryan F.,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFW4VWW2IEUCLCEKQRMWSIDCYUXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:39.242253,2020-09-21 08:47:39.364253,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
5,AGOOPT3UNMRU353KDHFB2MD7TOBA,True,Bien,Jolie,"May 8, 2019",Gagnon Sylvain,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AGOOPT3UNMRU353KDHFB2MD7TOBA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:39.368157,2020-09-21 08:47:39.490157,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
6,AEEFL2ZHEHHW33XBDQ26XFHLYZ5A,True,Four Stars,Nice work/casual shirt,"August 18, 2018",Dylan Mark Boudreau,4.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AEEFL2ZHEHHW33XBDQ26XFHLYZ5A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:39.494061,2020-09-21 08:47:39.623868,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
7,AFNFVY5DSJB3M6YXEOHHFJ3S3LSA,True,perfect,"Fast delivery, perfect fit","February 28, 2018",Amazon Customer,5.0,0,https://www.amazon.ca/gp/profile/amzn1.account.AFNFVY5DSJB3M6YXEOHHFJ3S3LSA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-21 08:47:39.637532,2020-09-21 08:47:39.763435,Carhartt Men's Big & Tall Oakman Work Shirt,Carhartt,"16,006",B002G9UDYG,AE3LRCOFYOIXMTUVY7MELWKBDM6A
