,subproduct_author_id,verified_purchase,review_title,reviews,date,reviewer_name,ratings,people_find_helpful,reviewer_profile_url,start_time,end_time,product_name,brand_name,rank,product_id,author_id
0,AFL7LRZR5EI773WZDSY3XARJYTZQ,True,Are we all getting ripped off????????,"https://www.amazon.ca/dp/B00T1DCCXA/ref=cm_cr_ryp_prd_ttl_sol_0

They say on Amazon: Body Outer Layer: 65% Cotton/25% Merino Wool/10% Nylon; Inner Layer: 100% Cotton; Rib: 100% Cotton
On the Thermal Pant: 60% Cotton - 40% Polyester
:) and seems that there is only 1 layer.
Are we all getting ripped off????????","October 12, 2017",A A,1.0,26,https://www.amazon.ca/gp/profile/amzn1.account.AFL7LRZR5EI773WZDSY3XARJYTZQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:44.449455,2020-09-28 20:52:44.596828,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
1,AGTX7SXS5NJGAVPVNX5DQCOZMQXQ,True,Highly disappointed.,"description of the item is : Body Outer Layer: 65% Cotton/25% Merino Wool/10% Nylon; Inner Layer: 100% Cotton; Rib: 100% Cotton
When they arrived the label of the pants say 60%cotton and 40% polyester, no merino wool or nylon. Highly disappointed.","October 23, 2017",skygiu,1.0,24,https://www.amazon.ca/gp/profile/amzn1.account.AGTX7SXS5NJGAVPVNX5DQCOZMQXQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:44.601709,2020-09-28 20:52:44.735420,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
2,AHNSYHGNZ6C7WYFVCTFNF6AND2GQ,True,These are now his favorite pair.,"Purchased these for my father as a Christmas gift, he lives in a small town and he couldn't find his size in stock at the local shops. He always wore the honeycomb white thermal ones but I could not find those online in his size at this time of year either so took a chance on these (even though at his age he is NOT big on change). These are now his favorite pair; he said they are very comfortable and warm (he lives in Northern Ontario). They fit like a glove under his clothing without shifting or bunching up. He's happy so I'm happy :)","January 12, 2018",Artisan Tracy,5.0,13,https://www.amazon.ca/gp/profile/amzn1.account.AHNSYHGNZ6C7WYFVCTFNF6AND2GQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:44.739324,2020-09-28 20:52:44.883772,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
3,AF73AWEO4NG2DPR7FB3O4VBK5THA,True,"Great, but may need different size.","There are some detailed reviews so I'll keep mine short and sweet.
They seemed to have changed the product, it no longer claims to be what it's not.
So yeah its a cotton and poly mix, nothing wron with that I have worn standfields 50/50 mix at -50 for 12 years working northern oil patch.
Feels good alot better then the all cotton ones, feels thicker than the standfields but not bulky.
the fit is off for me personally but I am tall (6'6 and fit 220lb) so I'm returning them and trying one size up, fit snug so if your chunky and short you may want something not so tight.
All in all I would recommend this product just as always with cloths sizing can be so difficult","October 12, 2019",Nicky,4.0,4,https://www.amazon.ca/gp/profile/amzn1.account.AF73AWEO4NG2DPR7FB3O4VBK5THA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:44.888652,2020-09-28 20:52:45.018459,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
4,AGZIKLRE7KA6TUKSDTCJADN3EDXA,True,"The Fit is definitely Smaller and rather ODD! (sort of ""hanging"" with unnecessary room in our trunk)","ok, here is a quick review after I had a chance to use these over the course of 3 weekends when we went to the mountains snowshoeing etc. The fit is definitely OFF ... I usually wear pants size 32x32. Bought these in size ""M"" and: A) they are on a shorter site to begin with, and B) the upper area is very unusual…. it’s sort of ""deep"" so if you were to wear them like any standard-sized shorts, pants, etc. these sort of hang with unnecessary empty space in between. (If you were to pull them up i.e. to make them fit better, then you’d end up having them above your belly button!!) No idea what standards (if any) were followed when these were designed. Perhaps they were made for a completely different market –which was not disclosed to buyers?! Lastly, C) they were washed in COLD water by hand, and hang-dried, yet I can report that they shrank a bit. I wish I wore them more and washed them within the return period, in which case they’d definitely go back. The material itself feels good / warm.","February 25, 2019",A. D.,1.0,4,https://www.amazon.ca/gp/profile/amzn1.account.AGZIKLRE7KA6TUKSDTCJADN3EDXA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.022363,2020-09-28 20:52:45.148273,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
5,AHSQVGA372IFYUGPVPP6PGFCIXGA,True,These things are really comfortable. I've only just received them and I've been ...,"These things are really comfortable. I've only just received them and I've been wearing them since I opened the package without even washing them.

I don't like the thought of wearing them without underwear underneath so I haven't, but that doesn't effect any comfort levels that I can tell.

It's a cool Autumn day outside and I've been walking around out there without getting chilly. If they had pockets and without the fly, they'd pretty much be pants.

I usually wear sweats underneath my coveralls in the winter, but I see these being a lot better and more comfortable. The only problem I see is wearing these out before I need them.","September 29, 2017",Bhole,5.0,4,https://www.amazon.ca/gp/profile/amzn1.account.AHSQVGA372IFYUGPVPP6PGFCIXGA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.152177,2020-09-28 20:52:45.287841,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
6,AEFGV73YDBWPJYF2GGKQFDHQXMFA,True,Not great - very stiff,"Looking at their size chart, I initially bought the small. However, after trying it on, I ended up exchanging it for the medium because I felt it was restricting my movement. I gave the medium a try and here's what I thought:
Pros: warm material, fits reasonably well around the waist
Con: the biggest drawback for this product was the stiffness of the material. I tried it under dress pants, jeans and sweatpants, and what bothered me was that my movement was more restricted by this baselayer than by any of my pants. I really don't think a baselayer should be more stiff and movement-limiting than jeans or dress pants.
I ended up finding cheaper, equally warm, yet much more comfortable baselayer pants at Winners.
For that reason I ended up returning this product. I would not recommend it.","February 9, 2019",Marc D.,3.0,2,https://www.amazon.ca/gp/profile/amzn1.account.AEFGV73YDBWPJYF2GGKQFDHQXMFA/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.292721,2020-09-28 20:52:45.420577,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
7,AGBZROTL5HGZY5ZM4TAQA7IWO2UQ,True,Keeps you warm in very cold temps,Wore these today for work where I have to go outside for periods and inside where it gets cold as well. They kept my legs nice and warm even as the temperature fell below -12 C. Great buy for the money and I plan to buy more of the same brand. I highly recommend these thermals especially if you need to spend long periods outdoors in cold climates.,"December 14, 2017",gojays_1,5.0,3,https://www.amazon.ca/gp/profile/amzn1.account.AGBZROTL5HGZY5ZM4TAQA7IWO2UQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.424480,2020-09-28 20:52:45.550385,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
8,AGNTKCRCC4I2KCHQQ5AUL2PBN2OQ,True,It feels awesome!,"The cuffs on the legs are tight enough to prevents dragging if they happen to be too long, but loose enough to not feel it. Not only can these be used as underwear in colder weather because of how well they hold heat, they are nice as pajamas for lounging around. The fabric also feels so nice. I'll be sad to take these off when I have to wash them. Exactly what I was hoping for and more!","October 20, 2018",Jacob,5.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AGNTKCRCC4I2KCHQQ5AUL2PBN2OQ/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.555265,2020-09-28 20:52:45.690928,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
9,AGSDSIYJQDI667XA5JFS3QAJY26A,True,a good thermal baselayer for a good price,"I ordered 2 small sized pairs. Both fit exactly as stated. The waistband has a bit of give so one's waist is not completely squished. The legs itself are more compressed to give a closer fit than a looser fit (ie: I imagine that a looser fit in the legs means getting 1 size up). Aside from that, these baselayer pants do the job in keeping me warm down to -10 C weather (w/o overheating. Not quite sure how well they'll hold up whenever the temperature drops even lower). So far, all in all, a good thermal baselayer for a good price.","November 25, 2017",Lito A.,4.0,One,https://www.amazon.ca/gp/profile/amzn1.account.AGSDSIYJQDI667XA5JFS3QAJY26A/ref=cm_cr_arp_d_gw_btm?ie=UTF8,2020-09-28 20:52:45.694835,2020-09-28 20:52:45.826634,Duofold Men's Mid Weight Wicking Thermal Pant,No,"1,898",B002G9UDYG,AEA5FEQDBSIAM5QBLPN32JBRFDQA
